name,link,price,review_count,review_percentage,game_tags,Review_Category
Tennis Elbow 4,https://store.steampowered.com/app/760640/Tennis_Elbow_4/?snr=1_7_7_230_150_140,10.0,413,84,"['Simulation', 'Sports', 'Indie', 'Tennis', 'Realistic', 'PvP', 'Co-op', 'Local Co-Op', 'Online Co-Op', 'Singleplayer', 'Multiplayer', 'Early Access', '3D', 'Local Multiplayer', 'Split Screen', '4 Player Local', 'eSports', '1980s', ""1990's"", 'Modern']",250-500
[Chilla's Art] The Kidnap | 誘拐事件,https://store.steampowered.com/app/2593900/Chillas_Art_The_Kidnap/?snr=1_7_7_230_150_141,9.99,360,82,"['Horror', 'Psychological Horror', 'Thriller', 'Choices Matter', 'Survival Horror', 'Immersive Sim', 'Immersive', '3D', '2.5D', 'Investigation', 'Old School', 'Retro', 'Multiple Endings', 'Stealth', 'Adventure', 'Story Rich', 'Singleplayer', 'Indie', 'Gore', 'Violent']",250-500
Tom Clancy's Rainbow Six Lockdown™,https://store.steampowered.com/app/15000/Tom_Clancys_Rainbow_Six_Lockdown/?snr=1_7_7_230_150_141,7.99,415,60,"['Action', 'Shooter', 'FPS', 'First-Person', 'Tactical', 'Multiplayer', 'Co-op', 'Singleplayer', 'Military']",250-500
PropHunter,https://store.steampowered.com/app/1682050/PropHunter/?snr=1_7_7_230_150_141,3.29,445,88,"['Early Access', 'Arcade', 'Multiplayer', 'Online Co-Op', 'PvP', 'Co-op', 'Third Person', 'Hidden Object', 'Sports', 'Sandbox', 'Casual', 'Creature Collector', 'RPG', 'Colorful', 'Family Friendly', 'Team-Based', 'Idler', '3D', 'Cute', 'Comedy']",250-500
Fida Puti Samurai,https://store.steampowered.com/app/1534340/Fida_Puti_Samurai/?snr=1_7_7_230_150_141,11.99,261,91,"['FPS', 'Retro', 'Funny', 'Anime', 'Procedural Generation', 'Roguelite', 'Female Protagonist', 'Shooter', 'First-Person', 'Action', 'Sexual Content', 'Violent', 'Cute', 'Nudity', 'Pixel Graphics', 'Gore', 'Early Access', 'Comedy', 'Cyberpunk', 'Roguelike']",250-500
Gord,https://store.steampowered.com/app/1351210/Gord/?snr=1_7_7_230_150_141,17.99,481,52,"['Adventure', 'Colony Sim', 'Dark Fantasy', 'Atmospheric', 'Survival', 'Strategy', 'RTS', 'Mythology', 'Action-Adventure', 'City Builder', 'Action RTS', 'Resource Management', 'Singleplayer', 'Moddable', 'Procedural Generation', 'Magic', 'Isometric', 'Lore-Rich', 'Choices Matter', 'Real-Time']",250-500
Feather,https://store.steampowered.com/app/545040/Feather/?snr=1_7_7_230_150_142,9.99,409,85,"['Exploration', 'Flight', 'Sandbox', 'Nature', 'Third Person', 'Relaxing', 'Open World', 'Casual', 'Simulation', 'Stylized', 'Atmospheric', 'Adventure', 'Co-op', 'Multiplayer', 'Online Co-Op', 'Singleplayer', 'Music', 'Indie', 'Experience', 'Walking Simulator']",250-500
Atelier Lulua ~The Scion of Arland~,https://store.steampowered.com/app/1045620/Atelier_Lulua_The_Scion_of_Arland/?snr=1_7_7_230_150_142,49.99,445,90,"['RPG', 'Anime', 'JRPG', 'Female Protagonist', 'Cute', 'Crafting', 'Singleplayer', 'Fantasy', 'Great Soundtrack', 'Adventure', 'Turn-Based', 'Turn-Based Combat', 'Casual', 'Simulation', 'Exploration', 'Collectathon', 'Colorful', 'Emotional', 'Lore-Rich', 'Story Rich']",250-500
I'm on Observation Duty 6,https://store.steampowered.com/app/2137700/Im_on_Observation_Duty_6/?snr=1_7_7_230_150_143,6.59,414,100,"['Psychological Horror', 'Puzzle', 'Hidden Object', 'Horror', 'Mystery', 'Logic', 'Singleplayer', 'Psychological', 'Clicker', 'Local Co-Op', '3D Vision', 'Atmospheric', 'Investigation', 'Supernatural', 'Illuminati', 'Lovecraftian', 'Controller', 'Story Rich', 'Demons', 'Realistic']",250-500
Tower! Simulator 3,https://store.steampowered.com/app/2176130/Tower_Simulator_3/?snr=1_7_7_230_150_143,59.99,357,56,"['Simulation', 'Flight', 'Software', 'Realistic', '3D', 'Transportation', 'Management', 'Casual', 'Sandbox', 'Split Screen', '3D Vision', 'Strategy', 'Space Sim', 'Multiplayer', 'Jet', 'Cinematic', 'Logic', 'Tower Defense', 'Tactical', 'Controller']",250-500
ANONYMOUS;CODE,https://store.steampowered.com/app/2291020/ANONYMOUSCODE/?snr=1_7_7_230_150_144,26.99,250,81,"['Adventure', 'Visual Novel', 'Anime', 'Hacking', 'Investigation', 'Story Rich', 'Choices Matter', 'Singleplayer', 'Sci-fi']",250-500
Crossfire: Sierra Squad,https://store.steampowered.com/app/1636030/Crossfire_Sierra_Squad/?snr=1_7_7_230_150_144,14.99,320,72,"['FPS', 'PvE', 'Action-Adventure', 'Shooter', 'Arcade', 'VR', 'First-Person', 'Story Rich', 'Action', 'Casual', 'Sniper', 'Military', 'War', 'Combat', 'Artificial Intelligence', 'Modern', 'Co-op', 'Online Co-Op', 'Multiplayer', 'Singleplayer']",250-500
TT Isle Of Man: Ride on the Edge 3,https://store.steampowered.com/app/1924170/TT_Isle_Of_Man_Ride_on_the_Edge_3/?snr=1_7_7_230_150_144,24.99,263,76,"['Racing', 'Simulation', 'Motorbike', 'Realistic', 'Physics', 'Artificial Intelligence', 'eSports', 'Driving', 'Multiplayer', 'Singleplayer', 'Atmospheric', 'Exploration', 'Sports', 'Third Person', 'First-Person', 'Action', 'Automobile Sim', 'VR']",250-500
Abalon: Roguelike Tactics CCG,https://store.steampowered.com/app/1681840/Abalon_Roguelike_Tactics_CCG/?snr=1_7_7_230_150_144,14.99,359,83,"['Turn-Based Tactics', 'Dungeon Crawler', 'Card Battler', 'Roguelike', 'Grid-Based Movement', 'Deckbuilding', 'Turn-Based Combat', 'Fantasy', 'Tabletop', '2D', 'Controller', 'Strategy', 'Party-Based RPG', 'RPG', 'Adventure', 'Turn-Based', 'Turn-Based Strategy', 'Board Game', 'Top-Down', 'Singleplayer']",250-500
Zup! Q,https://store.steampowered.com/app/2206560/Zup_Q/?snr=1_7_7_230_150_144,1.49,496,100,"['Casual', 'Puzzle', 'Point & Click', '2D', 'Hidden Object', 'Indie', 'Minimalist', 'Cute', 'Relaxing', 'Retro', 'Linear', 'Physics', 'Tabletop', 'Singleplayer', 'Fast-Paced', 'Short']",250-500
Cute Cats,https://store.steampowered.com/app/1667400/Cute_Cats/?snr=1_7_7_230_150_145,0.89,346,92,"['Casual', 'Puzzle', 'Cute', 'Hidden Object', 'Hand-drawn', 'Cats', 'Singleplayer', 'Psychological Horror']",250-500
Ancient Wars: Sparta Definitive Edition,https://store.steampowered.com/app/1693250/Ancient_Wars_Sparta_Definitive_Edition/?snr=1_7_7_230_150_145,8.99,284,76,"['Early Access', 'Strategy', 'RPG', 'RTS', 'Battle Royale', 'City Builder', 'Action RTS', 'Wargame', 'Strategy RPG', 'Rome', '3D', 'Historical', 'Real Time Tactics', 'Building', 'Destruction', 'Funny', 'Economy', 'War', 'Medieval', 'Military']",250-500
Grapple Dog,https://store.steampowered.com/app/1345860/Grapple_Dog/?snr=1_7_7_230_150_145,7.99,420,100,"['2D Platformer', 'Platformer', 'Action', '2D', 'Cute', 'Funny', 'Adventure', 'Pixel Graphics', 'Cartoony', 'Relaxing', 'Dog', 'Colorful', 'Family Friendly', 'Indie', 'Stylized', 'Retro', 'Singleplayer', 'Side Scroller', 'Difficult']",250-500
Fatermyth,https://store.steampowered.com/app/2530420/Fatermyth/?snr=1_7_7_230_150_145,5.79,370,87,"['Adventure', 'Story Rich', 'RPG', 'Deckbuilding', 'Drama', 'Female Protagonist', 'Tabletop', 'Lore-Rich', 'Singleplayer', 'Card Game', 'Turn-Based Tactics', 'Choose Your Own Adventure', 'Card Battler', 'Indie', 'Atmospheric', '2D', 'Turn-Based Combat', 'Fantasy', 'Multiple Endings', 'Strategy']",250-500
Samurai Vandalism,https://store.steampowered.com/app/1551670/Samurai_Vandalism/?snr=1_7_7_230_150_145,2.5,363,78,"['Sexual Content', 'RPG', 'Action', 'Anime', 'Adventure', 'Hentai', 'Nudity', 'Singleplayer', 'Indie', 'Female Protagonist', 'Mature', 'JRPG', 'Memes', 'NSFW', 'RPGMaker']",250-500
Barro 22,https://store.steampowered.com/app/1797610/Barro_22/?snr=1_7_7_230_150_146,22.89,276,94,"['Indie', 'Racing', 'Sports', 'Multiplayer', 'PvP', 'Arcade', 'Driving', 'Automobile Sim', 'Immersive Sim', 'Simulation', 'Time Attack', 'Local Multiplayer', 'Singleplayer', 'Split Screen', 'Casual', '4 Player Local', 'Sequel', 'Third Person', '3D', 'Action']",250-500
Retro Gadgets,https://store.steampowered.com/app/1730260/Retro_Gadgets/?snr=1_7_7_230_150_147,19.99,295,95,"['Early Access', 'Puzzle', 'Logic', 'Programming', 'Automation', 'Simulation', 'Difficult', 'Electronic', 'Retro', 'Building', ""1990's"", 'Education', 'Typing', '1980s', 'Singleplayer', '2D', 'Sandbox', 'Coding', 'Game Development', 'Hacking']",250-500
Moss: Book II,https://store.steampowered.com/app/2059670/Moss_Book_II/?snr=1_7_7_230_150_147,19.99,442,100,"['Exploration', 'Puzzle Platformer', 'Puzzle', 'Platformer', 'Action-Adventure', 'Female Protagonist', 'Cute', 'VR', 'First-Person', 'Third Person', 'Narration', 'Story Rich', 'Action', 'Adventure', 'Casual', 'Family Friendly', 'Fantasy', 'Emotional', 'Nature', 'Atmospheric']",250-500
Escape From Mystwood Mansion,https://store.steampowered.com/app/2292650/Escape_From_Mystwood_Mansion/?snr=1_7_7_230_150_147,8.99,296,100,"['Puzzle', 'Escape Room', 'Mystery', 'Exploration', 'First-Person', 'Casual', 'Multiple Endings', 'Detective', 'Controller', 'Stylized', 'Logic', 'Colorful', 'Adventure', 'Atmospheric', 'Singleplayer', 'Point & Click', 'Linear', 'Investigation', '3D', 'Indie']",250-500
Battle Shapers,https://store.steampowered.com/app/1421290/Battle_Shapers/?snr=1_7_7_230_150_147,24.99,349,64,"['Shooter', 'Early Access', 'Action Roguelike', 'Roguelike', 'Roguelite', 'FPS', 'Looter Shooter', 'Stylized', 'Action', 'Indie', 'Singleplayer', 'Colorful', 'Combat', 'First-Person', 'Bullet Hell', 'Roguevania', 'Robots', 'Controller', 'Sci-fi', 'Female Protagonist']",250-500
A Highland Song,https://store.steampowered.com/app/1240060/A_Highland_Song/?snr=1_7_7_230_150_148,17.99,269,68,"['Exploration', '2D Platformer', 'Nature', 'Dynamic Narration', 'Story Rich', 'Female Protagonist', 'Choices Matter', 'Atmospheric', 'Adventure', 'Platformer', 'Hand-drawn', 'Singleplayer', '2D', 'Multiple Endings', 'Narration', 'Open World', 'Narrative', 'Indie', 'Rhythm', 'Music-Based Procedural Generation']",250-500
SaGa Frontier Remastered,https://store.steampowered.com/app/1295270/SaGa_Frontier_Remastered/?snr=1_7_7_230_150_148,19.99,458,92,"['RPG', 'JRPG', '2D', 'Party-Based RPG', 'Singleplayer', 'Turn-Based', 'Drama', 'Soundtrack', 'Turn-Based Combat', 'Story Rich', 'Anime', 'Great Soundtrack']",250-500
Dungeon Keeper Gold™,https://store.steampowered.com/app/1996630/Dungeon_Keeper_Gold/?snr=1_7_7_230_150_148,4.99,266,84,"['RPG', 'Strategy', 'Action RPG', 'God Game', 'Real Time Tactics', 'Singleplayer', 'Villain Protagonist', 'Classic', ""1990's""]",250-500
Full Ace Tennis Simulator,https://store.steampowered.com/app/779430/Full_Ace_Tennis_Simulator/?snr=1_7_7_230_150_149,12.49,385,88,"['Tennis', 'Simulation', 'Sports', 'Mod', 'Indie', 'Controller', 'Multiplayer', 'Realistic', '3D', 'PvP', 'Local Multiplayer', 'Singleplayer']",250-500
The Magical Mixture Mill,https://store.steampowered.com/app/1883800/The_Magical_Mixture_Mill/?snr=1_7_7_230_150_150,10.49,305,83,"['Singleplayer', 'Management', 'Cartoony', 'Colorful', 'Inventory Management', 'Immersive Sim', 'Funny', 'Simulation', 'Relaxing', 'Life Sim', 'Fantasy', 'Exploration', 'Automation', 'Adventure', 'Magic', 'Cozy', 'Nature', 'Crafting', 'Agriculture', 'Sandbox']",250-500
How 2 Escape,https://store.steampowered.com/app/2264140/How_2_Escape/?snr=1_7_7_230_150_150,7.99,318,90,"['Puzzle', 'Co-op', 'Multiplayer', 'Escape Room', 'Mystery', 'Logic', 'Trains', 'Co-op Campaign', 'Local Multiplayer', 'Team-Based', 'Online Co-Op', 'Choose Your Own Adventure', 'Stylized', 'Investigation', 'Hidden Object', 'Hand-drawn', 'Linear', 'Casual', 'Asynchronous Multiplayer', 'Female Protagonist']",250-500
Deadly Premonition 2: A Blessing in Disguise,https://store.steampowered.com/app/1271100/Deadly_Premonition_2_A_Blessing_in_Disguise/?snr=1_7_7_230_150_150,18.99,280,76,"['Adventure', 'Action', 'Mystery', 'Action-Adventure', 'Exploration', 'Investigation', 'Story Rich', 'Atmospheric', 'Third Person', 'Old School', 'Controller', 'America', 'Psychedelic', 'Singleplayer', 'Linear', '3D', 'Horror', 'Survival Horror']",250-500
Cookie Cutter,https://store.steampowered.com/app/1924430/Cookie_Cutter/?snr=1_7_7_230_150_151,10.49,445,73,"['RPG', 'Metroidvania', 'Action', 'Platformer', 'Action-Adventure', 'Female Protagonist', 'Violent', '2D', 'Singleplayer', 'Dark', 'Gore', 'Adventure', 'Indie', 'Nudity', 'Blood', 'Dark Comedy', 'Soundtrack', 'Comedy', 'Combat', 'LGBTQ+']",250-500
A Memoir Blue,https://store.steampowered.com/app/1497450/A_Memoir_Blue/?snr=1_7_7_230_150_151,4.79,298,85,"['Adventure', 'Casual', 'Interactive Fiction', '2D', '3D', 'Emotional', 'Atmospheric', 'Colorful', 'Female Protagonist', 'Story Rich', 'Indie', 'Singleplayer']",250-500
The Doors of Trithius,https://store.steampowered.com/app/1519490/The_Doors_of_Trithius/?snr=1_7_7_230_150_151,4.99,313,90,"['Simulation', 'Traditional Roguelike', 'Roguelike', 'Procedural Generation', 'Open World', 'Survival', 'Difficult', 'Dungeon Crawler', 'Early Access', 'Lore-Rich', 'Replay Value', 'Turn-Based', 'RPG', '2D', 'CRPG', 'Fantasy', 'Pixel Graphics', 'Turn-Based Combat', 'Singleplayer', 'Indie']",250-500
Pesticide Not Required,https://store.steampowered.com/app/2479320/Pesticide_Not_Required/?snr=1_7_7_230_150_151,3.72,391,91,"['Action Roguelike', 'Bullet Hell', 'Roguelite', ""Shoot 'Em Up"", 'Action RPG', 'Top-Down Shooter', 'Farming Sim', 'Action', 'Twin Stick Shooter', 'Casual', 'Singleplayer', 'Top-Down', 'Arena Shooter', 'Pixel Graphics', 'Arcade', 'RPG', '2D', 'Score Attack', 'Controller', 'Roguelike']",250-500
WitchHand,https://store.steampowered.com/app/2420880/WitchHand/?snr=1_7_7_230_150_151,6.59,337,85,"['Strategy', 'Management', 'Simulation', 'Card Game', '4X', 'Card Battler', 'Deckbuilding', 'Tabletop', '2D', 'Survival', 'Board Game', 'Crafting', 'Colorful', 'Cute', 'Fantasy', 'Magic', 'Roguelite', 'Female Protagonist', 'Singleplayer']",250-500
SeaOrama: World of Shipping,https://store.steampowered.com/app/2002570/SeaOrama_World_of_Shipping/?snr=1_7_7_230_150_152,19.99,273,50,"['Simulation', 'Strategy', 'Colony Sim', 'Education', 'Grand Strategy', 'Sandbox', 'Time Management', '2D', '3D', 'Realistic', 'Capitalism', 'Modern', 'Sailing', 'Automation', 'Open World', 'Time Manipulation', 'Economy', 'Singleplayer', 'Indie']",250-500
Space Trash Scavenger,https://store.steampowered.com/app/1759350/Space_Trash_Scavenger/?snr=1_7_7_230_150_153,10.49,331,78,"['Early Access', 'Open World Survival Craft', 'Survival', 'Space', 'Open World', 'Automation', 'Crafting', 'Sandbox', 'Shooter', 'Building', 'Procedural Generation', 'Adventure', 'Exploration', 'Singleplayer', 'Sci-fi', 'Base Building', 'Action', 'Atmospheric', 'Third Person', 'Space Sim']",250-500
Beach Buggy Racing 2: Island Adventure,https://store.steampowered.com/app/1230800/Beach_Buggy_Racing_2_Island_Adventure/?snr=1_7_7_230_150_153,8.49,499,92,"['Racing', 'Split Screen', 'Controller', 'Cartoon', 'Physics', 'Local Multiplayer', 'Early Access', '4 Player Local']",250-500
Twilight Survivors,https://store.steampowered.com/app/2788310/Twilight_Survivors/?snr=1_7_7_230_150_153,1.99,273,86,"['Action Roguelike', 'Bullet Hell', ""Shoot 'Em Up"", 'Indie', 'Action RPG', 'Roguelite', 'Combat', 'Singleplayer', 'Roguelike', 'Action', 'Casual', 'Arcade', 'Fantasy', 'Adventure', 'Score Attack', 'RPG', 'Controller', 'Cartoony', '3D']",250-500
Unspottable,https://store.steampowered.com/app/1243960/Unspottable/?snr=1_7_7_230_150_153,5.79,466,94,"['Physics', 'Cartoon', 'Competitive', 'Party Game', 'Local Multiplayer', '4 Player Local', 'Party', 'Multiplayer', 'Strategy', 'Casual', 'PvP', 'Robots', 'Artificial Intelligence', 'Action', 'Arcade', 'Cartoony', 'Online Co-Op', '3D', 'Colorful', 'Stealth']",250-500
GYLT,https://store.steampowered.com/app/2206210/GYLT/?snr=1_7_7_230_150_153,19.99,450,97,"['Action', 'Adventure', 'Horror', 'Narration', 'Puzzle', 'Female Protagonist', 'Exploration', 'Hidden Object', 'Emotional', 'Mystery', 'Supernatural', 'Stealth', 'Story Rich', 'Action-Adventure', '3D', 'Multiple Endings', 'Controller', 'Third Person', 'Singleplayer', 'Survival Horror']",250-500
Pathfinder: Gallowspire Survivors,https://store.steampowered.com/app/2388460/Pathfinder_Gallowspire_Survivors/?snr=1_7_7_230_150_153,6.99,475,33,"['RPG', 'Action RPG', 'Bullet Hell', 'Action Roguelike', 'Roguelite', 'Casual', 'Arcade', 'Top-Down', 'Procedural Generation', 'Action', 'PvE', 'Dark Fantasy', 'Indie', 'Magic', 'Demons', 'Character Customization', 'Singleplayer', '3D', 'Dragons', 'Fantasy']",250-500
Dungeon Drafters,https://store.steampowered.com/app/1824580/Dungeon_Drafters/?snr=1_7_7_230_150_154,12.49,467,73,"['Tactical RPG', 'Deckbuilding', 'Mystery Dungeon', 'Dungeon Crawler', 'Turn-Based Combat', 'Roguelite', 'Card Game', 'Procedural Generation', 'JRPG', 'Strategy', 'RPG', 'Grid-Based Movement', 'Multiple Endings', 'Old School', 'Pixel Graphics', 'Anime', 'Colorful', 'Fantasy', 'Female Protagonist', 'Singleplayer']",250-500
Gaia Trek,https://store.steampowered.com/app/2273170/Gaia_Trek/?snr=1_7_7_230_150_154,7.99,468,75,"['Card Game', 'Resource Management', 'Tower Defense', 'Base Building', 'Management', 'Card Battler', 'Exploration', 'Survival', 'Building', 'Strategy', 'Simulation', 'Casual', 'Relaxing', 'Sci-fi', 'Deckbuilding', '2D', 'City Builder', 'Futuristic', 'Singleplayer', 'Board Game']",250-500
MotoGP™17,https://store.steampowered.com/app/561610/MotoGP17/?snr=1_7_7_230_150_155,14.99,403,79,"['Racing', 'Sports', 'Simulation', 'Motorbike', 'Multiplayer', 'Bikes']",250-500
Snail Simulator,https://store.steampowered.com/app/1500740/Snail_Simulator/?snr=1_7_7_230_150_155,1.99,371,100,"['Exploration', 'Massively Multiplayer', 'Cute', 'Psychological Horror', 'Walking Simulator', 'Relaxing', 'Atmospheric', 'Action-Adventure', 'Immersive Sim', 'RPG', 'Third Person', 'Comedy', 'Linear', 'Casual', 'Simulation', 'Story Rich', 'Realistic', 'Action', 'Multiplayer', 'Singleplayer']",250-500
The Elephant Collection,https://store.steampowered.com/app/2274110/The_Elephant_Collection/?snr=1_7_7_230_150_155,7.99,431,92,"['Adventure', 'Arcade', 'Platformer', '2D Platformer', 'Action', 'Comedy', '2D', 'Funny', 'Dark Humor', 'Singleplayer', 'Side Scroller', 'Capitalism', 'Cute', 'Colorful', 'Exploration', 'Retro', 'Indie']",250-500
BEAUTIFUL DESOLATION,https://store.steampowered.com/app/912570/BEAUTIFUL_DESOLATION/?snr=1_7_7_230_150_156,6.99,450,76,"['Point & Click', 'Isometric', 'Adventure', 'Post-apocalyptic', 'Story Rich', 'Lore-Rich', 'Multiple Endings', 'Atmospheric', '2.5D', 'Sci-fi', 'Cinematic', 'Mystery', 'Retro', '2D', 'FMV', 'Puzzle', 'Old School', 'Alternate History', 'Investigation', 'Choices Matter']",250-500
GUILTY GEAR,https://store.steampowered.com/app/850980/GUILTY_GEAR/?snr=1_7_7_230_150_157,9.99,410,66,"['Action', 'Fighting', 'Classic', '2D Fighter', 'Anime', 'Singleplayer', 'Local Multiplayer', 'Controller', 'Great Soundtrack', 'eSports', 'Arcade', 'Retro', 'Pixel Graphics']",250-500
Paradiddle,https://store.steampowered.com/app/685240/Paradiddle/?snr=1_7_7_230_150_158,24.99,495,91,"['VR', 'Music', 'Rhythm', 'Audio Production', 'Simulation', 'Replay Value', 'Education', 'Utilities', 'Indie', 'Casual', 'Sandbox', 'Early Access', 'Singleplayer', 'Immersive Sim', 'Immersive', 'Realistic']",250-500
Broken Pieces,https://store.steampowered.com/app/1293730/Broken_Pieces/?snr=1_7_7_230_150_158,12.49,286,73,"['Adventure', 'Action', 'Female Protagonist', 'Atmospheric', 'Psychological Horror', 'Story Rich', 'Third Person', 'Singleplayer', 'Puzzle', 'Exploration', 'Investigation', 'Supernatural', 'Sci-fi', 'Thriller', 'Cinematic', 'Mystery', 'Narrative', 'Point & Click', 'Surreal', 'Time Travel']",250-500
Disney Infinity 2.0: Gold Edition,https://store.steampowered.com/app/541660/Disney_Infinity_20_Gold_Edition/?snr=1_7_7_230_150_158,14.99,296,92,"['Action', 'Adventure', 'Sandbox', 'Open World', 'Superhero', 'Family Friendly', 'Multiplayer']",250-500
Fe,https://store.steampowered.com/app/1225580/Fe/?snr=1_7_7_230_150_159,19.99,358,83,"['Action', 'Puzzle', 'Fantasy', 'Atmospheric', 'Singleplayer', 'Sci-fi', 'Adventure', 'Dark', '3D Platformer', 'Beautiful', 'Multiplayer', 'Cute', 'Metroidvania', 'Exploration']",250-500
Spirittea,https://store.steampowered.com/app/1931010/Spirittea/?snr=1_7_7_230_150_159,10.49,452,83,"['RPG', 'Simulation', 'Life Sim', 'Fantasy', 'Relaxing', 'Pixel Graphics', 'Adventure', 'Building', 'Colorful', 'Singleplayer', 'Exploration', 'Management', 'Story Rich', 'Resource Management', '2D', 'Cute', 'Creature Collector']",250-500
Bratz™: Flaunt your fashion,https://store.steampowered.com/app/2088340/Bratz_Flaunt_your_fashion/?snr=1_7_7_230_150_160,29.99,309,76,"['Casual', 'Character Customization', 'Family Friendly', 'Wholesome', 'Exploration', 'Adventure', 'Simulation', 'Singleplayer', 'Cartoon', 'Minigames', 'Female Protagonist', 'Cute', 'Relaxing']",250-500
Kunoichi Botan,https://store.steampowered.com/app/986020/Kunoichi_Botan/?snr=1_7_7_230_150_160,1.3,443,80,"['Sexual Content', 'Nudity', 'RPG', 'Indie', 'RPGMaker', 'Anime', 'Female Protagonist', 'JRPG', 'Multiple Endings', 'Memes', 'Funny', 'Hentai']",250-500
REAVER,https://store.steampowered.com/app/1890950/REAVER/?snr=1_7_7_230_150_161,7.49,338,88,"['Early Access', 'Arena Shooter', 'Fast-Paced', 'Stylized', 'FPS', 'Spectacle fighter', 'Character Action Game', 'PvE', 'Difficult', 'Shooter', '3D', 'Action', 'First-Person', 'Cyberpunk', 'Colorful', 'Boomer Shooter', 'Sci-fi', 'Robots', 'Futuristic', 'Combat']",250-500
Drums Rock,https://store.steampowered.com/app/1906020/Drums_Rock/?snr=1_7_7_230_150_161,10.49,274,93,"['VR', 'Rhythm', 'Indie', 'Rock Music', 'Casual', 'Music', 'Demons', 'Arcade', 'Action', ""Shoot 'Em Up"", 'Singleplayer', 'Simulation', 'Soundtrack', '6DOF', 'Early Access']",250-500
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings DX,https://store.steampowered.com/app/1502990/Atelier_Lydie__Suelle_The_Alchemists_and_the_Mysterious_Paintings_DX/?snr=1_7_7_230_150_161,33.29,261,93,"['RPG', 'JRPG', 'Female Protagonist', 'Anime', 'Cute', 'Fantasy', 'Adventure', 'Singleplayer', 'Turn-Based', 'Colorful', 'Turn-Based Combat', 'Simulation', 'Story Rich', 'Great Soundtrack', 'Exploration', 'Lore-Rich', 'Casual', 'Collectathon', 'Emotional', 'Crafting']",250-500
EMPTY SHELL,https://store.steampowered.com/app/2243110/EMPTY_SHELL/?snr=1_7_7_230_150_161,11.99,381,64,"['Action Roguelike', 'Roguelite', 'Shooter', 'Top-Down', 'Horror', 'Action-Adventure', 'Roguelike', 'Controller', 'Story Rich', 'Action', 'Pixel Graphics', 'Atmospheric', 'Sci-fi', 'Adventure', 'Dark', 'Old School', 'Retro', 'Survival Horror', 'Singleplayer', 'Combat']",250-500
Trainz Railroad Simulator 2022,https://store.steampowered.com/app/1784570/Trainz_Railroad_Simulator_2022/?snr=1_7_7_230_150_162,18.99,319,65,"['Simulation', 'Trains', 'Level Editor', 'Multiplayer', 'Sandbox', 'Driving', 'Open World', 'Realistic', 'Transportation', 'Building', 'Relaxing', 'Physics', 'Historical', 'Tutorial', 'Singleplayer', '3D', 'Third Person', 'Moddable', 'Resource Management', 'Co-op']",250-500
Rewrite+,https://store.steampowered.com/app/1680000/Rewrite/?snr=1_7_7_230_150_163,22.99,324,100,"['Visual Novel', 'Anime', 'Casual', 'Adventure', 'Interactive Fiction', 'Choose Your Own Adventure', 'Simulation', 'Dating Sim', '2D', 'Colorful', 'Atmospheric', 'Comedy', 'Drama', 'Romance', 'Choices Matter', 'Multiple Endings', 'Story Rich', 'Singleplayer', 'Text-Based', 'Sexual Content']",250-500
SubwaySim Hamburg,https://store.steampowered.com/app/1925090/SubwaySim_Hamburg/?snr=1_7_7_230_150_163,17.99,297,89,"['Casual', 'Simulation', 'Automobile Sim', 'Exploration', 'Time Management', 'Realistic', 'First-Person', 'Atmospheric', 'Driving', 'Relaxing', 'Indie', 'Physics', 'Singleplayer', 'Trains']",250-500
Escape First Alchemist ⚗️,https://store.steampowered.com/app/2094320/Escape_First_Alchemist/?snr=1_7_7_230_150_163,5.79,356,84,"['Adventure', 'Magic', 'Puzzle', 'Fantasy', 'Online Co-Op', 'Mystery', 'Co-op', 'Crafting', 'Casual', 'Exploration', 'Realistic', '3D', 'First-Person', 'Logic', 'Linear', 'Medieval', 'Atmospheric', 'Multiplayer', 'Action', 'Simulation']",250-500
Fortune's Run,https://store.steampowered.com/app/1692240/Fortunes_Run/?snr=1_7_7_230_150_163,10.49,356,92,"['Early Access', 'Sci-fi', 'Boomer Shooter', 'Immersive Sim', 'FPS', 'RPG', 'Cyberpunk', 'Conspiracy', 'Stealth', 'Female Protagonist', 'Action', 'Singleplayer', 'First-Person', 'Story Rich', 'Dystopian', 'Atmospheric', 'Shooter', 'Martial Arts', 'Capitalism', 'Pixel Graphics']",250-500
Ultimate Racing 2D 2,https://store.steampowered.com/app/1285230/Ultimate_Racing_2D_2/?snr=1_7_7_230_150_163,5.79,278,93,"['Racing', 'Top-Down', '2D', 'Indie', 'Retro', 'Multiplayer', 'Local Multiplayer', 'Arcade', 'Simulation', 'Automobile Sim', 'Crafting', 'Combat Racing', 'Sports', 'Driving', ""1990's"", 'Split Screen', 'Singleplayer', 'Controller', 'Asynchronous Multiplayer', 'Vehicular Combat']",250-500
Alternate DiMansion Diary,https://store.steampowered.com/app/1015720/Alternate_DiMansion_Diary/?snr=1_7_7_230_150_163,0.9,421,85,"['Nudity', 'Sexual Content', 'Adventure', 'Indie', 'RPG', 'Female Protagonist', 'Pixel Graphics', 'Anime', 'Multiple Endings', 'Puzzle', 'JRPG', 'Hentai', 'Funny', 'NSFW', 'Horror', 'Mature', 'Memes', 'RPGMaker']",250-500
